"","Name","System_number","Ecosystem_type","Country","Continent","Latitude","Longitude","LSR_mmy.1","DBD_gcm.3","Cdensity_kgCm.3","OC_content","OCBrate_gCm.2y.1","OC_depo_gCm.2y.1","OCBeff","Dating_method","Reference","Notes_ID"
"545","Talvijärvi Luusua",322,"Lake","Finland","Europe",66.17,29.14,NA,NA,NA,NA,3.9,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"546","Tammalammit 19",323,"Lake","Finland","Europe",62.36,30.23,NA,NA,NA,NA,2.5,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"547","Tuomaslampi 024",324,"Lake","Finland","Europe",61.11,27.29,NA,NA,NA,NA,2.2,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"548","Tutulampi",325,"Lake","Finland","Europe",65.49,27.84,NA,NA,NA,NA,4.1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"549","Tvärasjön",326,"Lake","Finland","Europe",63.5,23.61,NA,NA,NA,NA,8.4,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"550","Unnukka 31",327,"Lake","Finland","Europe",62.46,27.85,NA,NA,NA,NA,1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"551","Uuranjärvi",328,"Lake","Finland","Europe",62.44,24.57,NA,NA,NA,NA,3.9,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"552","Vahermanjärvi, Kesk. 1",329,"Lake","Finland","Europe",60.56,23.98,NA,NA,NA,NA,1.2,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"553","Vanajanse 98",330,"Lake","Finland","Europe",61.18,24.23,NA,NA,NA,NA,1.1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"554","Vesijärvi,Kajaanselkä 34",331,"Lake","Finland","Europe",61.15,25.45,NA,NA,NA,NA,2.2,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"555","Ylä-Siikajärvi 042",332,"Lake","Finland","Europe",63.26,28.33,NA,NA,NA,NA,5.9,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"556","Yli-Kitka Syvänne",333,"Lake","Finland","Europe",66.11,28.65,NA,NA,NA,NA,1,NA,NA,"Thickness+age estimation","Kortelainen et al. 2013",""
"557","Kariba Lake",225,"Lake","Zambia/Zimbabwe","Africa",-16.52,28.76,3,NA,NA,NA,23,61,41,"137Cs","Kunz et al. 2011",""
"558","Huairou reservoir",238,"Reservoir","China","Asia",40.31,116.61,4.36,0.91,NA,1.57,62.3,NA,NA,"Thickness+reservoir age","Luo et al. 2016",""
"559","Shisanling reservoir",245,"Reservoir","China","Asia",40.42,116.45,6,0.97,NA,1.72,100.1,NA,NA,"Thickness+reservoir age","Luo et al. 2016",""
"560","Esthwaite Water",338,"Lake","UK","Europe",54.35,-3,NA,NA,NA,NA,44.3,NA,NA,"Bathymetric surveys","Mackay et al. 2012",""
"561","Calado",214.1,"Lake","Brazil","S. America",-3.31,-60.57,NA,NA,NA,NA,42,NA,NA,"210Pb","Melack & Engle 2009",""
"562","Mascarenhas de Moraes Reservoir 1",220,"Reservoir","Brazil","S. America",-20.28,-47.06,5.6,NA,NA,NA,34.4,71.8,47.9,"Thickness+reservoir age","Mendonça et al. 2016",""
"563","Mascarenhas de Moraes Reservoir 10",220,"Reservoir","Brazil","S. America",-20.28,-47.06,0.7,NA,NA,NA,7.4,42.9,17.3,"Thickness+reservoir age","Mendonça et al. 2016",""
"564","Mascarenhas de Moraes Reservoir 12",220,"Reservoir","Brazil","S. America",-20.28,-47.06,18.1,NA,NA,NA,209.4,255,82.1,"Thickness+reservoir age","Mendonça et al. 2016",""
"565","Mascarenhas de Moraes Reservoir 13",220,"Reservoir","Brazil","S. America",-20.28,-47.06,8.5,NA,NA,NA,69.8,112.8,61.9,"Thickness+reservoir age","Mendonça et al. 2016",""
"566","Mascarenhas de Moraes Reservoir 14",220,"Reservoir","Brazil","S. America",-20.28,-47.06,15.6,NA,NA,NA,141.1,163.2,86.5,"Thickness+reservoir age","Mendonça et al. 2016",""
"567","Mascarenhas de Moraes Reservoir 15",220,"Reservoir","Brazil","S. America",-20.28,-47.06,13.7,NA,NA,NA,140.2,175.5,73.9,"Thickness+reservoir age","Mendonça et al. 2016",""
"568","Mascarenhas de Moraes Reservoir 16",220,"Reservoir","Brazil","S. America",-20.28,-47.06,10,NA,NA,NA,102.5,150.8,68,"Thickness+reservoir age","Mendonça et al. 2016",""
"569","Mascarenhas de Moraes Reservoir 2",220,"Reservoir","Brazil","S. America",-20.28,-47.06,8.1,NA,NA,NA,56,102.2,54.8,"Thickness+reservoir age","Mendonça et al. 2016",""
"570","Mascarenhas de Moraes Reservoir 3",220,"Reservoir","Brazil","S. America",-20.28,-47.06,0.4,NA,NA,NA,3.1,24.1,12.9,"Thickness+reservoir age","Mendonça et al. 2016",""
"571","Mascarenhas de Moraes Reservoir 4",220,"Reservoir","Brazil","S. America",-20.28,-47.06,4.1,NA,NA,NA,37.7,75.3,50,"Thickness+reservoir age","Mendonça et al. 2016",""
"572","Mascarenhas de Moraes Reservoir 5",220,"Reservoir","Brazil","S. America",-20.28,-47.06,4.1,NA,NA,NA,31.9,64.2,49.7,"Thickness+reservoir age","Mendonça et al. 2016",""
"573","Mascarenhas de Moraes Reservoir 6",220,"Reservoir","Brazil","S. America",-20.28,-47.06,7.4,NA,NA,NA,58.2,75,77.7,"Thickness+reservoir age","Mendonça et al. 2016",""
"574","Mascarenhas de Moraes Reservoir 7",220,"Reservoir","Brazil","S. America",-20.28,-47.06,0.4,NA,NA,NA,3.3,35.1,9.3,"Thickness+reservoir age","Mendonça et al. 2016",""
"575","Mascarenhas de Moraes Reservoir 8",220,"Reservoir","Brazil","S. America",-20.28,-47.06,11.5,NA,NA,NA,92.9,115,80.8,"Thickness+reservoir age","Mendonça et al. 2016",""
"576","Mascarenhas de Moraes Reservoir 9",220,"Reservoir","Brazil","S. America",-20.28,-47.06,8.5,NA,NA,NA,60.3,100.5,60,"Thickness+reservoir age","Mendonça et al. 2016",""
"577","Lake Harriet",72,"Lake","USA","N. America",44.93,-93.31,NA,NA,NA,NA,20.3,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"578","Todd Lake",185,"Lake","USA","N. America",44.03,-121.69,NA,NA,NA,NA,24.4,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"579","Arbutus",558,"Lake","USA","N. America",43.99,-74.25,NA,NA,NA,NA,35.1,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"580","Carlton ",562,"Lake","USA","N. America",27.71,-82.24,NA,NA,NA,NA,114.1,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"581","Crocker Pond",564,"Lake","USA","N. America",44.31,-70.82,NA,NA,NA,NA,28.3,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"582","Cypress Lake",565,"Lake","USA","N. America",28.09,-81.32,NA,NA,NA,NA,80.5,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"583","Eastmain-1",568,"Reservoir","Canada","N. America",52.18,-75.87,NA,NA,NA,NA,32.9,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"584","Emerald",569,"Lake","USA","N. America",36.6,-118.68,NA,NA,NA,NA,11,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"585","Golden",575,"Lake","USA","N. America",46.89,-121.9,NA,NA,NA,NA,6.5,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"586","Green Lake 4",578,"Lake","USA","N. America",40.06,-105.62,NA,NA,NA,NA,9,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"587","Green Lake 5",578,"Lake","USA","N. America",40.05,-105.63,NA,NA,NA,NA,6.4,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"588","Hobbs Lake",581,"Lake","USA","N. America",43.03,-109.67,NA,NA,NA,NA,13.2,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"589","Hoh",582,"Lake","USA","N. America",47.9,-123.79,NA,NA,NA,NA,6.8,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"590","Lake Ballinger",587,"Lake","USA","N. America",47.78,-122.33,NA,NA,NA,NA,76.9,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"591","Lake Elbert",588,"Lake","USA","N. America",40.63,-106.71,NA,NA,NA,NA,7,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"592","Lone Pine",590,"Lake","USA","N. America",40.23,-105.73,NA,NA,NA,NA,11.5,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"593","Lower Sand Creek Lake",591,"Lake","USA","N. America",37.93,-105.53,NA,NA,NA,NA,2.7,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"594","Upper Sand Creek Lake",591,"Lake","USA","N. America",37.94,-105.54,NA,NA,NA,NA,8.4,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"595","LP19",592,"Lake","USA","N. America",46.82,-121.89,NA,NA,NA,NA,12.9,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"596","Mills",598,"Lake","USA","N. America",40.29,-105.64,NA,NA,NA,NA,27.9,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"597","Mills",598,"Lake","USA","N. America",40.29,-105.64,NA,NA,NA,NA,23.3,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"598","Navajo Lake",602,"Lake","USA","N. America",37.85,-108.03,NA,NA,NA,NA,8.9,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"599","Oldman",603,"Lake","USA","N. America",48.51,-113.46,NA,NA,NA,NA,5.3,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"600","Pallette Lake",606,"Lake","USA","N. America",46.07,-89.6,NA,NA,NA,NA,16.9,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"601","Pear",607,"Lake","USA","N. America",36.6,-118.67,NA,NA,NA,NA,8.1,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"602","PJ",609,"Lake","USA","N. America",47.95,-123.42,NA,NA,NA,NA,58.6,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"603","Pristine Lake",610,"Lake","USA","N. America",40.69,-106.68,NA,NA,NA,NA,3.7,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"604","Shoe Factory Road Pond",613,"Lake","USA","N. America",42.05,-88.2,NA,NA,NA,NA,67.9,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"605","Snyder",618,"Lake","USA","N. America",48.63,-113.8,NA,NA,NA,NA,16.7,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"606","South Reservoir",619,"Reservoir","USA","N. America",42.44,-71.12,NA,NA,NA,NA,19.8,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"607","Turkey Hill Reservoir",621,"Reservoir","USA","N. America",41.43,-72.52,NA,NA,NA,NA,38.9,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"608","Two Medicine Lake",623,"Reservoir","USA","N. America",48.49,-113.37,NA,NA,NA,NA,14.3,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"609","Ajudante",626,"Lake","Brasil","S. America",-1.45,-56.39,NA,NA,NA,NA,73.4,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"610","Batata",628,"Lake","Brasil","S. America",-1.53,-56.31,NA,NA,NA,NA,59.5,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"611","Flexal",630,"Lake","Brasil","S. America",-1.52,-56.27,NA,NA,NA,NA,63,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"612","Mussurá",634,"Lake","Brasil","S. America",-1.47,-56.31,NA,NA,NA,NA,81.5,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"613","Kassjön",659,"Lake","Sweden","Europe",63.92,20.01,NA,NA,NA,NA,8,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"614","Korte Loef pond",663,"Reservoir","Netherlands","Europe",51.78,5.85,NA,NA,NA,NA,89.9,NA,NA,"210Pb and 137Cs","Mendonça et al. 2017",""
"615","Calado Lake",214.1,"Lake","Brazil","S. America",-3.3,-60.58,7.75,NA,NA,NA,84,271.8,30.9,"210Pb","Moreira-Turcq et al., 2004",""
"616","Cristalino Lake",215.1,"Lake","Brazil","S. America",-2,-60.03,5,NA,NA,NA,28,NA,NA,"210Pb","Moreira-Turcq et al., 2004",""
"617","Jacaretinga Lake",218.1,"Lake","Brazil","S. America",-5.43,-60.42,4.9,NA,NA,NA,44,NA,NA,"210Pb","Moreira-Turcq et al., 2004",""
"618","Lago Grande de Curuai",219,"Lake","Brazil","S. America",-2.1,-55.53,8.7,NA,NA,NA,100,5503.61,1.82,"210Pb","Moreira-Turcq et al., 2004",""
"619","Turkana",229,"Lake","Kenya","Africa",3,36.35,NA,NA,NA,NA,162,NA,NA,"210Pb","Obame et al. 2014",""
"620","Bangou Bi",635,"Lake","Niger","Africa",13.51,2.2,NA,NA,NA,NA,213,NA,NA,"Thickness+lake age","Obame et al. 2014",""
"621","Bangou Kirey",635,"Lake","Niger","Africa",13.51,2.23,NA,NA,NA,NA,104,NA,NA,"Thickness+lake age","Obame et al. 2014",""
"622","Naivasha",636,"Lake","Kenya","Africa",-0.78,36.32,NA,NA,NA,NA,37,NA,NA,"210Pb, 137Cs and 226Ra","Obame et al. 2014",""
"623","Sonachi",637,"Lake","Kenya","Africa",-0.78,36.26,NA,NA,NA,NA,9,NA,NA,"210Pb","Obame et al. 2014",""
"624","Albufera des Grau",250,"Lake","Spain","Europe",39.94,4.25,3,NA,NA,7.6,72.44,NA,NA,"210Pb and 137Cs","Obrador & Petrus 2012",""
"625","Kivu",226,"Lake","DRC/Rwanda","Africa",-2.04,29.19,NA,NA,NA,NA,11.15,41.2,27.06,"210Pb and 137Cs","Pasche et al. 2010",""
"626","Kivu – Gisenyi",226,"Lake","Rwanda","Africa",-1.77,29.26,NA,NA,NA,NA,17.2,NA,NA,"210Pb and 137Cs","Pasche et al. 2010",""
"627","Kivu – Ishungu",226,"Lake","DRC","Africa",-2.27,28.99,NA,NA,NA,NA,5.3,NA,NA,"210Pb and 137Cs","Pasche et al. 2010",""
"628","Kivu – Kibuye",226,"Lake","Rwanda","Africa",-2.05,29.31,NA,NA,NA,NA,10.9,NA,NA,"210Pb and 137Cs","Pasche et al. 2010",""
"629","Fayette",56,"Reservoir","USA","N. America",39.17,-92.74,24.7,NA,NA,NA,229,NA,NA,"Thickness+reservoir age","Pittman et al. 2013",""
"630","Jamesport",82,"Reservoir","USA","N. America",40,-93.84,9.7,NA,NA,NA,183,NA,NA,"Thickness+reservoir age","Pittman et al. 2013",""
"631","Lick Creek",98,"Reservoir","USA","N. America",39.3,-94.2,16.4,NA,NA,NA,256,NA,NA,"Thickness+reservoir age","Pittman et al. 2013",""
"632","Worth County",212,"Reservoir","USA","N. America",40.4,-94.52,15.7,NA,NA,NA,279,NA,NA,"Thickness+reservoir age","Pittman et al. 2013",""
"633","Curuá Una",216,"Reservoir","Brazil","S. America",-2.83,-54.3,6,NA,NA,NA,91,NA,NA,"Thickness+reservoir age","Quadra et al. 2020",""
"634","Rostherne Mere",345,"Lake","UK","Europe",53.33,-2.4,NA,NA,NA,NA,125.84,135.6,92.8,"210Pb","Radbourne et al. 2017",""
"635","Rostherne Mere",345,"Lake","UK","Europe",53.33,-2.4,NA,NA,NA,NA,102.37,169.48,60.4,"210Pb","Radbourne et al. 2017",""
"636","Friskjön",339,"Lake","Sweden","Europe",57.94,16.7,NA,NA,NA,NA,21.41,NA,NA,"Thickness+lake age","Sobek et al. 2006",""
"637","Kivu",226,"Lake","DRC/Rwanda","Africa",-2.27,28.99,NA,NA,NA,3.8,18,59,30.51,"210Pb and 137Cs","Sobek et al. 2009",""
"638","Baikal-AK",231,"Lake","Russia","Asia",53.74,108.28,NA,NA,NA,1.3,0.22,7.23,3.04,"210Pb and 137Cs","Sobek et al. 2009",""
"639","Baikal-NB",231,"Lake","Russia","Asia",54.48,108.62,NA,NA,NA,2.2,1.5,6.84,21.93,"210Pb and 137Cs","Sobek et al. 2009",""
"640","Baikal-PO",231,"Lake","Russia","Asia",52.08,105.86,NA,NA,NA,2.5,6.8,17.75,38.3,"210Pb and 137Cs","Sobek et al. 2009",""
"641","Baikal-SB",231,"Lake","Russia","Asia",51.71,105.02,NA,NA,NA,3,2.3,14.14,16.26,"210Pb and 137Cs","Sobek et al. 2009",""
"642","Baikal-VY",231,"Lake","Russia","Asia",51.57,104.85,NA,NA,NA,2.4,3,18.2,16.49,"210Pb and 137Cs","Sobek et al. 2009",""
"643","Brienz-20m",253,"Lake","Switzerland","Europe",46.72,7.97,NA,NA,NA,0.6,17,30.53,55.69,"210Pb and 137Cs","Sobek et al. 2009",""
"644","Brienz-210m",253,"Lake","Switzerland","Europe",46.72,7.98,NA,NA,NA,0.5,26,41.28,62.98,"210Pb and 137Cs","Sobek et al. 2009",""
"645","Constance-CN",254,"Lake","Several","Europe",47.6,9.46,NA,NA,NA,1.7,27,61.97,43.57,"210Pb and 137Cs","Sobek et al. 2009",""
"646","Constance-CS",254,"Lake","Several","Europe",47.6,9.36,NA,NA,NA,1.8,7.9,27.98,28.23,"210Pb and 137Cs","Sobek et al. 2009",""
"647","Constance-IN",254,"Lake","Several","Europe",47.56,9.6,NA,NA,NA,1.1,274,356.07,76.95,"210Pb and 137Cs","Sobek et al. 2009",""
"648","Constance-LA",254,"Lake","Several","Europe",47.58,9.52,NA,NA,NA,1.7,126,166.29,75.77,"210Pb and 137Cs","Sobek et al. 2009",""
"649","Gäddtjärn",340,"Lake","Sweden","Europe",59.86,15.18,NA,NA,NA,27,57,81.31,70.1,"210Pb and 137Cs","Sobek et al. 2009",""
"650","Lilla Sångaren",343,"Lake","Sweden","Europe",59.9,15.39,NA,NA,NA,21,32,59.78,53.53,"210Pb and 137Cs","Sobek et al. 2009",""
"651","Lugano",344,"Lake","Switzerland/Italy","Europe",45.99,8.98,NA,NA,NA,5.4,31,93.9,33.01,"210Pb and 137Cs","Sobek et al. 2009",""
"652","Svarttjärn",347,"Lake","Sweden","Europe",59.89,15.26,NA,NA,NA,31,14,29.64,47.24,"210Pb and 137Cs","Sobek et al. 2009",""
"653","Wholen A",350,"Reservoir","Switzerland","Europe",46.96,7.29,NA,NA,NA,1.8,569,631.46,90.11,"210Pb and 137Cs","Sobek et al. 2009",""
"654","Wholen B",350,"Reservoir","Switzerland","Europe",46.97,7.29,NA,NA,NA,2,689,742.55,92.79,"210Pb and 137Cs","Sobek et al. 2009",""
"655","Wholen C",350,"Reservoir","Switzerland","Europe",46.97,7.29,NA,NA,NA,2,1072,1212.88,88.38,"210Pb and 137Cs","Sobek et al. 2009",""
"656","Wholen D",350,"Reservoir","Switzerland","Europe",46.96,7.3,NA,NA,NA,1.8,1140,1336.3,85.31,"210Pb and 137Cs","Sobek et al. 2009",""
"657","Wholen H",350,"Reservoir","Switzerland","Europe",46.96,7.34,NA,NA,NA,1.1,870,959.82,90.64,"210Pb and 137Cs","Sobek et al. 2009","O2014_1"
"658","Zug-120m",351,"Lake","Switzerland","Europe",47.13,8.49,NA,NA,NA,3.5,26,143.22,18.15,"210Pb and 137Cs","Sobek et al. 2009",""
"659","Zug-50m",351,"Lake","Switzerland","Europe",47.16,8.5,NA,NA,NA,2.8,28,164.65,17.01,"210Pb and 137Cs","Sobek et al. 2009","P2010_1"
"660","Kinneret Lake KI-C",241,"Lake","Israel","Asia",32.82,35.59,4.5,0.32,NA,3.9,54,85,63,"210Pb and 137Cs","Sobek et al. 2011","P2010_2"
"661","Kinneret Lake KI-IN",241,"Lake","Israel","Asia",32.87,35.54,6.3,0.77,NA,1.6,72,231,31,"210Pb and 137Cs","Sobek et al. 2011","P2010_3"
"662","Kinneret Lake KI-LA",241,"Lake","Israel","Asia",32.87,35.55,2,0.66,NA,1.9,23,121,19,"210Pb and 137Cs","Sobek et al. 2011","P2010_4"
"663","Kinneret Lake KI-TI",241,"Lake","Israel","Asia",32.8,35.53,2.8,0.75,NA,1.5,15,77,20,"210Pb and 137Cs","Sobek et al. 2011",""
"664","Wohlen Lake",350,"Reservoir","Switzerland","Europe",46.96,7.32,78,NA,NA,1.74,1113,1279.31,87,"210Pb and 137Cs","Sobek et al. 2012",""
"665","SS1",169,"Lake","Greenland","N. America",66.98,-50.53,1.2,NA,NA,8.9,13.4,60.91,22,"210Pb and 137Cs","Sobek et al. 2014",""
"666","SS2",170,"Lake","Greenland","N. America",67,-50.97,0.27,NA,NA,6.4,3.06,20.4,15,"210Pb and 137Cs","Sobek et al. 2014",""
"667","SS4",171,"Lake","Greenland","N. America",66.99,-51.04,0.39,NA,NA,6.1,4.33,9.84,44,"210Pb and 137Cs","Sobek et al. 2014",""
"668","SS8",172,"Lake","Greenland","N. America",67.01,-51.08,0.5,NA,NA,6.7,5.88,12.78,46,"210Pb and 137Cs","Sobek et al. 2014",""
"669","SS901",173,"Lake","Greenland","N. America",67.14,-50.2,0.38,NA,NA,1.8,4.3,39.09,11,"210Pb and 137Cs","Sobek et al. 2014",""
"670","SS902",174,"Lake","Greenland","N. America",66.13,-50.23,0.45,NA,NA,4,4.55,23.95,19,"210Pb and 137Cs","Sobek et al. 2014",""
"671","SS903",175,"Lake","Greenland","N. America",67.13,-50.17,0.62,NA,NA,3.7,5.93,28.24,21,"210Pb and 137Cs","Sobek et al. 2014",""
"672","Daihai lake (DH)",235,"Lake","China","Asia",40.56,112.68,1.95,NA,NA,NA,0.49,NA,NA,"210Pb","Xie et al. 2015",""
"673","Dalinuoer lake (DLNE)",236,"Lake","China","Asia",43.3,116.58,1.5,NA,NA,NA,1.01,NA,NA,"14C","Xie et al. 2015",""
"674","Hulunhu lake (HLH)",239,"Lake","China","Asia",48.99,117.38,2,NA,NA,NA,1.36,NA,NA,"210Pb","Xie et al. 2015",""
"675","Wuliangsuhai lake (WLSH)",248,"Lake","China","Asia",40.83,108.83,7.65,NA,NA,NA,1.87,NA,NA,"210Pb","Xie et al. 2015",""
"676","Qinghai lake",243,"Lake","China","Asia",36.89,100.07,NA,NA,NA,2.15,7.23,NA,NA,"137Cs","Xu et al. 2013",""
"677","Olentangy Wetland Research Park W1",367,"Constructed wetland","USA","N. America",40.02,83.02,NA,0.53,NA,3.5,152.5,NA,NA,"Mass balance","Anderson & Mitsch 2006",""
"678","Olentangy Wetland Research Park W2",367,"Constructed wetland","USA","N. America",40.02,83.02,NA,0.49,NA,3.7,166,NA,NA,"Mass balance","Anderson & Mitsch 2006",""
"679","Central Ohio (Forested)",365,"Depression wetland","USA","N. America",40,-82.83,6.2,0.54,NA,14.1,473,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2012",""
"680","Central Ohio (Marsh)",365,"Depression wetland","USA","N. America",40,-82.83,3.4,0.57,NA,15.67,210,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2012",""
"681","Central Ohio (Shrub)",365,"Depression wetland","USA","N. America",40,-82.83,3,0.56,NA,13.27,202,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2012",""
"682","Ohio",365,"Depression wetland","USA","N. America",40,-82.83,4.5,0.57,NA,14.4,317,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2012",""
"683","Old Woman Creek State Natural Preserve (Floating Bed)",366,"Riverine wetland","USA","N. America",41.37,-82.52,3.8,0.63,NA,8.13,160,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2012",""
"684","Old Woman Creek State Natural Preserve (Marsh)",366,"Riverine wetland","USA","N. America",41.37,-82.52,4.3,0.82,NA,2.23,105,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2012",""
"685","Old Woman Creek State Natural Preserve (Mudflat)",366,"Riverine wetland","USA","N. America",41.37,-82.52,4.3,0.75,NA,3.49,112,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2012",""
"686","Earth University (deep peat)",371,"Swamp","Costa Rica","C. America",10.22,-83.57,7.8,0.19,NA,32.5,465,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2013a",""
"687","Earth University (perm. Flooded)",371,"Swamp","Costa Rica","C. America",10.22,-83.57,9.7,0.36,NA,7.14,222,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2013a",""
"688","Earth University (vegetated edge)",371,"Swamp","Costa Rica","C. America",10.22,-83.57,10,0.45,NA,5.69,232,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2013a",""
"689","La Selva Biological Station (open mudflat)",370,"Depression wetland","Costa Rica","C. America",10.42,-84,4,0.56,NA,3.25,61,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2013a","C2018_2"
"690","La Selva Biological Station (shallow marsh)",370,"Depression wetland","Costa Rica","C. America",10.42,-84,4.8,0.45,NA,6.13,131,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2013a",""
"691","La Selva Biological Station (vegetated edge)",370,"Depression wetland","Costa Rica","C. America",10.42,-84,4.6,0.53,NA,3.16,61,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2013a",""
"692","Okavango delta (deep marsh)",385,"Floodplain","Botswana","Africa",-19.53,23.15,1.8,1.02,NA,3.07,41,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2013a",""
"693","Okavango delta (riverine marsh)",385,"Floodplain","Botswana","Africa",-19.53,23.15,2.6,0.96,NA,1.67,33,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2013a",""
"694","Okavango delta (shallow marsh)",385,"Floodplain","Botswana","Africa",-19.53,23.15,1.9,0.99,NA,3.33,53,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2013a",""
"695","Palo Verde Biological Station (mudflat)",372,"Riverine wetland","Costa Rica","C. America",10.33,-85.33,3.3,0.65,NA,4.41,89,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2013a","C2018_3"
"696","Palo Verde Biological Station (perm.pond)",372,"Riverine wetland","Costa Rica","C. America",10.33,-85.33,3.2,0.7,NA,3.91,84,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2013a",""
"697","Palo Verde Biological Station (vegetated edge)",372,"Riverine wetland","Costa Rica","C. America",10.33,-85.33,3,0.65,NA,4.49,80,NA,NA,"210Pb and 137Cs","Bernal & Mitsch 2013a","C2018_4"
"698","Olentangy Wetland Research Park – Open Water",367,"Riverine wetland","USA","N. America",40.02,83.02,11.9,0.59,NA,3.96,267,NA,NA,"Soil marker","Bernal & Mitsch 2013b",""
"699","Olentangy Wetland Research Park - Emergent",367,"Riverine wetland","USA","N. America",40.02,83.02,8,0.67,NA,3.99,212,NA,NA,"Soil marker","Bernal & Mitsch 2013b",""
"700","Olentangy Wetland Research Park – Edge",367,"Riverine wetland","USA","N. America",40.02,83.02,7.8,0.75,NA,4.65,255,NA,NA,"Soil marker","Bernal & Mitsch 2013b",""
"701","Corn Belt of the Midwest",368,"Depression wetland","USA","N. America",41.22,-87.28,NA,0.87,NA,30.17,39,NA,NA,"210Pb and 137Cs","Craft et al. 2018",""
"702","Danube floodplain",392,"Floodplain","Austria","Europe",48,16,NA,NA,NA,NA,180,NA,NA,"137Cs","Craft et al. 2018",""
"703","Georgia",354,"Floodplain","USA","N. America",31.22,-84.48,NA,NA,NA,NA,63,NA,NA,"210Pb and 137Cs","Craft et al. 2018",""
"704","Georgia",354,"Depression wetland","USA","N. America",31.22,-84.48,NA,NA,NA,NA,45,NA,NA,"210Pb and 137Cs","Craft et al. 2018",""
"705","Georgia",355,"Floodplain","USA","N. America",32,-82,NA,NA,NA,NA,50,NA,NA,"210Pb and 137Cs","Craft et al. 2018",""
